content,rate,date,customer_id,owner_id,reservation_id
ممتازة,4,5/23/2027,2766,1,1239
خدمة رائعة,2,5/24/2027,1835,99,1240
جيدة,2,5/25/2027,50,57,1241
ممتازة,3,5/26/2027,599,35,1242
خدمة رائعة,3,5/27/2027,3854,68,1243
جيدة,1,5/28/2027,3406,39,1244
ممتازة,4,5/29/2027,2608,61,1245
خدمة رائعة,4,5/30/2027,862,39,1246
جيدة,5,5/31/2027,711,78,1247
ممتازة,1,6/1/2027,2559,12,1248
خدمة رائعة,4,6/2/2027,1271,25,1249
جيدة,4,6/3/2027,1056,78,1250
ممتازة,2,6/4/2027,4345,90,1251
خدمة رائعة,2,6/5/2027,2780,34,1252
جيدة,5,6/6/2027,2563,30,1253
ممتازة,2,6/7/2027,3422,91,1254
خدمة رائعة,1,6/8/2027,1696,10,1255
جيدة,2,6/9/2027,597,72,1256
ممتازة,5,6/10/2027,3850,87,1257
خدمة رائعة,4,6/11/2027,1632,34,1258
جيدة,1,6/12/2027,1849,68,1259
ممتازة,5,6/13/2027,4702,89,1260
خدمة رائعة,4,6/14/2027,821,11,1261
جيدة,4,6/15/2027,2674,34,1262
ممتازة,5,6/16/2027,375,64,1263
خدمة رائعة,2,6/17/2027,2885,4,1264
جيدة,4,6/18/2027,3430,29,1265
ممتازة,3,6/19/2027,4182,51,1266
خدمة رائعة,5,6/20/2027,46,60,1267
جيدة,3,6/21/2027,2257,69,1268
ممتازة,5,6/22/2027,1814,86,1269
خدمة رائعة,1,6/23/2027,2048,26,1270
جيدة,1,6/24/2027,4137,99,1271
ممتازة,1,6/25/2027,2879,93,1272
خدمة رائعة,1,6/26/2027,502,26,1273
جيدة,1,6/27/2027,1057,14,1274
ممتازة,5,6/28/2027,3469,40,1275
خدمة رائعة,1,6/29/2027,2060,89,1276
جيدة,3,6/30/2027,3510,68,1277
ممتازة,1,7/1/2027,1890,46,1278
خدمة رائعة,1,7/2/2027,625,56,1279
جيدة,3,7/3/2027,3568,14,1280
ممتازة,5,7/4/2027,2969,63,1281
خدمة رائعة,5,7/5/2027,4793,85,1282
جيدة,2,7/6/2027,2935,70,1283
ممتازة,1,7/7/2027,1943,23,1284
خدمة رائعة,1,7/8/2027,2300,8,1285
جيدة,1,7/9/2027,4429,50,1286
ممتازة,3,7/10/2027,386,16,1287
خدمة رائعة,5,7/11/2027,2449,13,1288
جيدة,4,7/12/2027,1515,36,1289
ممتازة,2,7/13/2027,2640,63,1290
خدمة رائعة,1,7/14/2027,4158,94,1291
جيدة,1,7/15/2027,4675,70,1292
ممتازة,1,7/16/2027,275,34,1293
خدمة رائعة,1,7/17/2027,4712,85,1294
جيدة,2,7/18/2027,1585,84,1295
ممتازة,4,7/19/2027,3177,96,1296
خدمة رائعة,1,7/20/2027,2260,48,1297
جيدة,5,7/21/2027,4924,88,1298
ممتازة,2,7/22/2027,4927,35,1299
خدمة رائعة,4,7/23/2027,897,31,1300
جيدة,3,7/24/2027,1577,83,1301
ممتازة,4,7/25/2027,3077,1,1302
خدمة رائعة,3,7/26/2027,2695,77,1303
جيدة,4,7/27/2027,1982,39,1304
ممتازة,3,7/28/2027,4091,37,1305
خدمة رائعة,4,7/29/2027,3451,43,1306
جيدة,3,7/30/2027,3212,66,1307
ممتازة,2,7/31/2027,90,66,1308
خدمة رائعة,5,8/1/2027,4991,80,1309
جيدة,1,8/2/2027,1701,87,1310
ممتازة,3,8/3/2027,2057,68,1311
خدمة رائعة,4,8/4/2027,4672,50,1312
جيدة,2,8/5/2027,3462,43,1313
ممتازة,5,8/6/2027,109,56,1314
خدمة رائعة,4,8/7/2027,1444,25,1315
جيدة,5,8/8/2027,3043,26,1316
ممتازة,2,8/9/2027,802,35,1317
خدمة رائعة,5,8/10/2027,4369,19,1318
جيدة,3,8/11/2027,2861,74,1319
ممتازة,5,8/12/2027,2830,38,1320
خدمة رائعة,1,8/13/2027,2866,90,1321
جيدة,1,8/14/2027,91,34,1322
ممتازة,5,8/15/2027,1406,37,1323
خدمة رائعة,4,8/16/2027,4736,63,1324
جيدة,1,8/17/2027,4967,85,1325
ممتازة,3,8/18/2027,3851,26,1326
خدمة رائعة,2,8/19/2027,4110,26,1327
جيدة,1,8/20/2027,577,32,1328
ممتازة,2,8/21/2027,168,17,1329
خدمة رائعة,1,8/22/2027,4171,18,1330
جيدة,2,8/23/2027,3846,51,1331
ممتازة,2,8/24/2027,4186,94,1332
خدمة رائعة,2,8/25/2027,2817,12,1333
جيدة,4,8/26/2027,2036,25,1334
ممتازة,4,8/27/2027,1144,24,1335
خدمة رائعة,2,8/28/2027,596,21,1336
جيدة,2,8/29/2027,4157,98,1337
ممتازة,5,8/30/2027,2,48,1338
خدمة رائعة,1,8/31/2027,1672,61,1339
جيدة,1,9/1/2027,1547,97,1340
ممتازة,2,9/2/2027,4998,67,1341
خدمة رائعة,4,9/3/2027,3146,94,1342
جيدة,3,9/4/2027,1737,10,1343
ممتازة,2,9/5/2027,3934,30,1344
خدمة رائعة,3,9/6/2027,2989,63,1345
جيدة,5,9/7/2027,3990,19,1346
ممتازة,2,9/8/2027,460,81,1347
خدمة رائعة,4,9/9/2027,2386,17,1348
جيدة,4,9/10/2027,1894,15,1349
ممتازة,2,9/11/2027,2927,8,1350
خدمة رائعة,1,9/12/2027,414,21,1351
جيدة,1,9/13/2027,1200,5,1352
ممتازة,4,9/14/2027,3006,22,1353
خدمة رائعة,3,9/15/2027,2100,16,1354
جيدة,5,9/16/2027,255,85,1355
ممتازة,4,9/17/2027,210,11,1356
خدمة رائعة,3,9/18/2027,2295,43,1357
جيدة,5,9/19/2027,2606,38,1358
ممتازة,3,9/20/2027,4716,28,1359
خدمة رائعة,4,9/21/2027,2615,91,1360
جيدة,3,9/22/2027,902,72,1361
ممتازة,5,9/23/2027,732,72,1362
خدمة رائعة,2,9/24/2027,3517,42,1363
جيدة,5,9/25/2027,1362,86,1364
ممتازة,5,9/26/2027,3942,22,1365
خدمة رائعة,3,9/27/2027,2121,10,1366
جيدة,4,9/28/2027,3258,64,1367
ممتازة,2,9/29/2027,4264,4,1368
خدمة رائعة,3,9/30/2027,1996,14,1369
جيدة,2,10/1/2027,2078,2,1370
ممتازة,3,10/2/2027,4455,76,1371
خدمة رائعة,3,10/3/2027,4029,76,1372
جيدة,3,10/4/2027,638,72,1373
ممتازة,2,10/5/2027,32,52,1374
خدمة رائعة,3,10/6/2027,3258,82,1375
جيدة,4,10/7/2027,1718,13,1376
ممتازة,3,10/8/2027,4607,66,1377
خدمة رائعة,3,10/9/2027,2667,30,1378
جيدة,3,10/10/2027,1184,77,1379
ممتازة,3,10/11/2027,1065,20,1380
خدمة رائعة,3,10/12/2027,2223,79,1381
جيدة,3,10/13/2027,4031,39,1382
ممتازة,3,10/14/2027,1178,9,1383
خدمة رائعة,5,10/15/2027,4161,85,1384
جيدة,1,10/16/2027,1978,98,1385
ممتازة,5,10/17/2027,1650,84,1386
خدمة رائعة,1,10/18/2027,239,7,1387
جيدة,5,10/19/2027,4673,69,1388
ممتازة,4,10/20/2027,1909,83,1389
خدمة رائعة,3,10/21/2027,4821,61,1390
جيدة,3,10/22/2027,686,50,1391
ممتازة,2,10/23/2027,4349,79,1392
خدمة رائعة,2,10/24/2027,337,29,1393
جيدة,4,10/25/2027,248,60,1394
ممتازة,1,10/26/2027,1616,63,1395
خدمة رائعة,4,10/27/2027,1877,36,1396
جيدة,3,10/28/2027,4913,67,1397
ممتازة,2,10/29/2027,4739,60,1398
خدمة رائعة,1,10/30/2027,3433,9,1399
جيدة,5,10/31/2027,1267,81,1400
ممتازة,1,11/1/2027,4204,82,1401
خدمة رائعة,5,11/2/2027,4428,45,1402
جيدة,2,11/3/2027,3311,6,1403
ممتازة,4,11/4/2027,3456,58,1404
خدمة رائعة,5,11/5/2027,494,95,1405
جيدة,4,11/6/2027,2946,16,1406
ممتازة,5,11/7/2027,539,87,1407
خدمة رائعة,5,11/8/2027,3413,53,1408
جيدة,4,11/9/2027,4274,53,1409
ممتازة,5,11/10/2027,917,28,1410
خدمة رائعة,4,11/11/2027,1306,92,1411
جيدة,2,11/12/2027,1677,11,1412
ممتازة,5,11/13/2027,3076,53,1413
خدمة رائعة,5,11/14/2027,4348,59,1414
جيدة,4,11/15/2027,527,12,1415
ممتازة,5,11/16/2027,3621,20,1416
خدمة رائعة,4,11/17/2027,2619,80,1417
جيدة,3,11/18/2027,3098,37,1418
ممتازة,3,11/19/2027,3025,50,1419
خدمة رائعة,4,11/20/2027,2548,82,1420
جيدة,2,11/21/2027,4429,69,1421
ممتازة,2,11/22/2027,4522,77,1422
خدمة رائعة,1,11/23/2027,3694,20,1423
جيدة,3,11/24/2027,4252,60,1424
ممتازة,1,11/25/2027,862,13,1425
خدمة رائعة,1,11/26/2027,513,60,1426
جيدة,1,11/27/2027,2363,42,1427
ممتازة,3,11/28/2027,3364,38,1428
خدمة رائعة,2,11/29/2027,4339,14,1429
جيدة,2,11/30/2027,3702,66,1430
ممتازة,3,12/1/2027,2031,75,1431
خدمة رائعة,3,12/2/2027,2098,25,1432
جيدة,3,12/3/2027,4574,62,1433
ممتازة,4,12/4/2027,3309,64,1434
خدمة رائعة,3,12/5/2027,676,44,1435
جيدة,3,12/6/2027,4082,74,1436
ممتازة,5,12/7/2027,3024,77,1437
خدمة رائعة,2,12/8/2027,1080,54,1438
جيدة,2,12/9/2027,976,19,1439
ممتازة,5,12/10/2027,3907,39,1440
خدمة رائعة,4,12/11/2027,1235,97,1441
جيدة,2,12/12/2027,3656,49,1442
ممتازة,4,12/13/2027,1984,27,1443
خدمة رائعة,4,12/14/2027,4295,100,1444
جيدة,1,12/15/2027,3022,61,1445
ممتازة,2,12/16/2027,3774,86,1446
خدمة رائعة,5,12/17/2027,1614,11,1447
جيدة,5,12/18/2027,4460,10,1448
ممتازة,3,12/19/2027,2867,82,1449
خدمة رائعة,3,12/20/2027,4102,96,1450
جيدة,5,12/21/2027,4897,66,1451
ممتازة,4,12/22/2027,3161,33,1452
خدمة رائعة,4,12/23/2027,1474,2,1453
جيدة,4,12/24/2027,2191,6,1454
ممتازة,1,12/25/2027,53,49,1455
خدمة رائعة,3,12/26/2027,4871,12,1456
جيدة,3,12/27/2027,1070,13,1457
ممتازة,2,12/28/2027,2891,76,1458
خدمة رائعة,5,12/29/2027,3008,15,1459
جيدة,5,12/30/2027,3282,75,1460
ممتازة,1,12/31/2027,392,51,1461
خدمة رائعة,3,1/1/2028,106,16,1462
جيدة,1,1/2/2028,4481,86,1463
ممتازة,4,1/3/2028,4598,1,1464
خدمة رائعة,2,1/4/2028,4540,28,1465
جيدة,5,1/5/2028,4977,82,1466
ممتازة,3,1/6/2028,986,88,1467
خدمة رائعة,1,1/7/2028,4938,69,1468
جيدة,1,1/8/2028,3424,1,1469
ممتازة,3,1/9/2028,1093,70,1470
خدمة رائعة,4,1/10/2028,3972,97,1471
جيدة,4,1/11/2028,2733,17,1472
ممتازة,5,1/12/2028,391,51,1473
خدمة رائعة,3,1/13/2028,3923,77,1474
جيدة,3,1/14/2028,1568,66,1475
ممتازة,5,1/15/2028,590,10,1476
خدمة رائعة,1,1/16/2028,246,49,1477
جيدة,2,1/17/2028,2836,59,1478
ممتازة,3,1/18/2028,2415,94,1479
خدمة رائعة,1,1/19/2028,1089,84,1480
جيدة,1,1/20/2028,3279,22,1481
ممتازة,5,1/21/2028,3651,28,1482
خدمة رائعة,3,1/22/2028,634,77,1483
جيدة,2,1/23/2028,4245,70,1484
ممتازة,2,1/24/2028,1786,17,1485
خدمة رائعة,2,1/25/2028,1464,28,1486
جيدة,1,1/26/2028,841,69,1487
ممتازة,3,1/27/2028,1369,62,1488
خدمة رائعة,2,1/28/2028,2470,87,1489
جيدة,1,1/29/2028,3556,20,1490
ممتازة,3,1/30/2028,4134,20,1491
خدمة رائعة,4,1/31/2028,780,70,1492
جيدة,1,2/1/2028,1720,1,1493
ممتازة,4,2/2/2028,2342,1,1494
خدمة رائعة,5,2/3/2028,4464,80,1495
جيدة,2,2/4/2028,3236,50,1496
ممتازة,2,2/5/2028,3391,58,1497
خدمة رائعة,2,2/6/2028,3542,19,1498
جيدة,4,2/7/2028,3647,60,1499
ممتازة,3,2/8/2028,1125,73,1500
خدمة رائعة,2,2/9/2028,1440,100,1501
جيدة,5,2/10/2028,1900,26,1502
ممتازة,5,2/11/2028,3770,61,1503
خدمة رائعة,5,2/12/2028,4564,46,1504
جيدة,1,2/13/2028,4218,64,1505
ممتازة,1,2/14/2028,808,84,1506
خدمة رائعة,2,2/15/2028,1378,26,1507
جيدة,4,2/16/2028,4507,28,1508
ممتازة,4,2/17/2028,370,25,1509
خدمة رائعة,5,2/18/2028,1416,37,1510
جيدة,2,2/19/2028,1154,39,1511
ممتازة,4,2/20/2028,3435,43,1512
خدمة رائعة,5,2/21/2028,1962,10,1513
جيدة,5,2/22/2028,338,86,1514
ممتازة,3,2/23/2028,314,27,1515
خدمة رائعة,1,2/24/2028,1561,81,1516
جيدة,5,2/25/2028,39,48,1517
ممتازة,2,2/26/2028,1272,30,1518
خدمة رائعة,1,2/27/2028,1167,58,1519
جيدة,1,2/28/2028,4023,67,1520
ممتازة,2,2/29/2028,1801,11,1521
خدمة رائعة,4,3/1/2028,3149,55,1522
جيدة,4,3/2/2028,2425,24,1523
ممتازة,4,3/3/2028,577,98,1524
خدمة رائعة,2,3/4/2028,14,96,1525
جيدة,4,3/5/2028,770,33,1526
ممتازة,4,3/6/2028,4207,97,1527
خدمة رائعة,2,3/7/2028,1548,67,1528
جيدة,3,3/8/2028,3464,100,1529
ممتازة,5,3/9/2028,1179,38,1530
خدمة رائعة,1,3/10/2028,4824,7,1531
جيدة,4,3/11/2028,3355,16,1532
ممتازة,2,3/12/2028,1330,98,1533
خدمة رائعة,1,3/13/2028,4153,39,1534
جيدة,3,3/14/2028,4550,51,1535
ممتازة,3,3/15/2028,2151,79,1536
خدمة رائعة,5,3/16/2028,2328,66,1537
جيدة,1,3/17/2028,4000,29,1538
ممتازة,1,3/18/2028,4929,38,1539
خدمة رائعة,4,3/19/2028,4871,21,1540
جيدة,5,3/20/2028,4182,100,1541
ممتازة,4,3/21/2028,1355,67,1542
خدمة رائعة,5,3/22/2028,2728,91,1543
جيدة,2,3/23/2028,42,90,1544
ممتازة,4,3/24/2028,3556,39,1545
خدمة رائعة,3,3/25/2028,608,65,1546
جيدة,5,3/26/2028,1093,35,1547
ممتازة,1,3/27/2028,614,30,1548
خدمة رائعة,1,3/28/2028,3389,89,1549
جيدة,4,3/29/2028,3715,14,1550
ممتازة,5,3/30/2028,4391,9,1551
خدمة رائعة,2,3/31/2028,3419,89,1552
جيدة,1,4/1/2028,3861,95,1553
ممتازة,2,4/2/2028,3317,86,1554
خدمة رائعة,5,4/3/2028,736,29,1555
جيدة,5,4/4/2028,4509,15,1556
ممتازة,2,4/5/2028,258,80,1557
خدمة رائعة,5,4/6/2028,141,34,1558
جيدة,5,4/7/2028,4133,6,1559
ممتازة,5,4/8/2028,1896,94,1560
خدمة رائعة,2,4/9/2028,2510,66,1561
جيدة,1,4/10/2028,3992,83,1562
ممتازة,3,4/11/2028,3209,88,1563
خدمة رائعة,2,4/12/2028,4929,8,1564
جيدة,3,4/13/2028,3963,96,1565
ممتازة,3,4/14/2028,2240,89,1566
خدمة رائعة,1,4/15/2028,1105,28,1567
جيدة,1,4/16/2028,1310,95,1568
ممتازة,3,4/17/2028,231,25,1569
خدمة رائعة,4,4/18/2028,2206,27,1570
جيدة,5,4/19/2028,1401,46,1571
ممتازة,4,4/20/2028,1877,33,1572
خدمة رائعة,2,4/21/2028,1414,70,1573
جيدة,5,4/22/2028,2771,27,1574
ممتازة,1,4/23/2028,3815,17,1575
خدمة رائعة,4,4/24/2028,355,75,1576
جيدة,5,4/25/2028,742,19,1577
ممتازة,3,4/26/2028,4717,86,1578
خدمة رائعة,4,4/27/2028,3321,78,1579
جيدة,1,4/28/2028,833,48,1580
ممتازة,4,4/29/2028,4521,45,1581
خدمة رائعة,1,4/30/2028,3226,6,1582
جيدة,4,5/1/2028,4548,95,1583
ممتازة,3,5/2/2028,1216,36,1584
خدمة رائعة,4,5/3/2028,997,79,1585
جيدة,3,5/4/2028,983,65,1586
ممتازة,3,5/5/2028,724,47,1587
خدمة رائعة,3,5/6/2028,2693,32,1588
جيدة,4,5/7/2028,409,45,1589
ممتازة,3,5/8/2028,4263,32,1590
خدمة رائعة,1,5/9/2028,3957,31,1591
جيدة,1,5/10/2028,4618,8,1592
ممتازة,4,5/11/2028,1749,49,1593
خدمة رائعة,5,5/12/2028,1267,10,1594
جيدة,3,5/13/2028,4608,70,1595
ممتازة,1,5/14/2028,2118,87,1596
خدمة رائعة,2,5/15/2028,3404,26,1597
جيدة,5,5/16/2028,1633,53,1598
ممتازة,2,5/17/2028,3958,38,1599
خدمة رائعة,4,5/18/2028,2783,26,1600
جيدة,2,5/19/2028,4721,64,1601
ممتازة,3,5/20/2028,1801,59,1602
خدمة رائعة,5,5/21/2028,709,56,1603
جيدة,2,5/22/2028,2806,48,1604
ممتازة,1,5/23/2028,447,2,1605
خدمة رائعة,5,5/24/2028,2882,19,1606
جيدة,4,5/25/2028,2354,2,1607
ممتازة,3,5/26/2028,1570,9,1608
خدمة رائعة,2,5/27/2028,724,42,1609
جيدة,5,5/28/2028,3857,12,1610
ممتازة,5,5/29/2028,3231,98,1611
خدمة رائعة,1,5/30/2028,3803,2,1612
جيدة,2,5/31/2028,4137,52,1613
ممتازة,5,6/1/2028,1761,74,1614
خدمة رائعة,4,6/2/2028,873,3,1615
جيدة,1,6/3/2028,3131,98,1616
ممتازة,5,6/4/2028,1283,2,1617
خدمة رائعة,1,6/5/2028,4638,71,1618
جيدة,5,6/6/2028,2138,24,1619
ممتازة,4,6/7/2028,1535,8,1620
خدمة رائعة,4,6/8/2028,4,30,1621
جيدة,3,6/9/2028,1938,57,1622
ممتازة,5,6/10/2028,994,90,1623
خدمة رائعة,5,6/11/2028,531,51,1624
جيدة,5,6/12/2028,1467,74,1625
ممتازة,5,6/13/2028,3225,22,1626
خدمة رائعة,1,6/14/2028,724,75,1627
جيدة,3,6/15/2028,4845,22,1628
ممتازة,1,6/16/2028,3419,27,1629
خدمة رائعة,2,6/17/2028,493,2,1630
جيدة,1,6/18/2028,4166,60,1631
ممتازة,5,6/19/2028,4964,87,1632
خدمة رائعة,4,6/20/2028,2463,29,1633
جيدة,1,6/21/2028,287,29,1634
ممتازة,3,6/22/2028,649,57,1635
خدمة رائعة,1,6/23/2028,4013,12,1636
جيدة,3,6/24/2028,4894,11,1637
ممتازة,2,6/25/2028,323,74,1638
خدمة رائعة,4,6/26/2028,727,60,1639
جيدة,1,6/27/2028,2678,87,1640
ممتازة,2,6/28/2028,1021,27,1641
خدمة رائعة,1,6/29/2028,317,23,1642
جيدة,4,6/30/2028,1129,45,1643
ممتازة,1,7/1/2028,1990,99,1644
خدمة رائعة,4,7/2/2028,2091,97,1645
جيدة,5,7/3/2028,470,96,1646
ممتازة,5,7/4/2028,1144,2,1647
خدمة رائعة,3,7/5/2028,4787,58,1648
جيدة,3,7/6/2028,475,96,1649
ممتازة,4,7/7/2028,2206,89,1650
خدمة رائعة,1,7/8/2028,1399,22,1651
جيدة,2,7/9/2028,4569,19,1652
ممتازة,2,7/10/2028,2929,71,1653
خدمة رائعة,5,7/11/2028,1866,59,1654
جيدة,4,7/12/2028,2832,65,1655
ممتازة,4,7/13/2028,1290,25,1656
خدمة رائعة,1,7/14/2028,2967,22,1657
جيدة,5,7/15/2028,1506,88,1658
ممتازة,2,7/16/2028,728,55,1659
خدمة رائعة,3,7/17/2028,21,7,1660
جيدة,4,7/18/2028,604,48,1661
ممتازة,5,7/19/2028,3207,19,1662
خدمة رائعة,3,7/20/2028,2509,81,1663
جيدة,2,7/21/2028,3474,94,1664
ممتازة,3,7/22/2028,2640,5,1665
خدمة رائعة,4,7/23/2028,2935,22,1666
جيدة,2,7/24/2028,2565,74,1667
ممتازة,2,7/25/2028,4616,70,1668
خدمة رائعة,5,7/26/2028,3785,62,1669
جيدة,5,7/27/2028,4657,41,1670
ممتازة,3,7/28/2028,4699,95,1671
خدمة رائعة,3,7/29/2028,4557,44,1672
جيدة,3,7/30/2028,330,7,1673
ممتازة,5,7/31/2028,1773,59,1674
خدمة رائعة,3,8/1/2028,140,58,1675
جيدة,5,8/2/2028,3177,16,1676
ممتازة,1,8/3/2028,3003,9,1677
خدمة رائعة,2,8/4/2028,1268,14,1678
جيدة,3,8/5/2028,3306,57,1679
ممتازة,4,8/6/2028,3504,83,1680
خدمة رائعة,1,8/7/2028,1615,15,1681
جيدة,4,8/8/2028,3721,91,1682
ممتازة,1,8/9/2028,4640,20,1683
خدمة رائعة,4,8/10/2028,2063,7,1684
جيدة,4,8/11/2028,4196,18,1685
ممتازة,2,8/12/2028,3962,13,1686
خدمة رائعة,4,8/13/2028,3112,85,1687
جيدة,3,8/14/2028,342,6,1688
ممتازة,5,8/15/2028,3116,87,1689
خدمة رائعة,1,8/16/2028,3245,22,1690
جيدة,4,8/17/2028,3211,84,1691
ممتازة,1,8/18/2028,2588,92,1692
خدمة رائعة,4,8/19/2028,4186,49,1693
جيدة,1,8/20/2028,2326,9,1694
ممتازة,1,8/21/2028,684,12,1695
خدمة رائعة,5,8/22/2028,4281,32,1696
جيدة,3,8/23/2028,4462,67,1697
ممتازة,3,8/24/2028,2791,39,1698
خدمة رائعة,3,8/25/2028,2063,63,1699
جيدة,5,8/26/2028,3282,20,1700
ممتازة,4,8/27/2028,994,27,1701
خدمة رائعة,2,8/28/2028,1120,5,1702
جيدة,1,8/29/2028,2077,44,1703
ممتازة,4,8/30/2028,4282,37,1704
خدمة رائعة,1,8/31/2028,4028,6,1705
جيدة,2,9/1/2028,2422,97,1706
ممتازة,4,9/2/2028,4700,89,1707
خدمة رائعة,5,9/3/2028,2189,19,1708
جيدة,2,9/4/2028,2261,59,1709
ممتازة,5,9/5/2028,2061,80,1710
خدمة رائعة,2,9/6/2028,1259,90,1711
جيدة,1,9/7/2028,4206,32,1712
ممتازة,1,9/8/2028,4651,21,1713
خدمة رائعة,1,9/9/2028,360,51,1714
جيدة,2,9/10/2028,1337,66,1715
ممتازة,3,9/11/2028,2214,30,1716
خدمة رائعة,5,9/12/2028,3850,31,1717
جيدة,5,9/13/2028,3549,50,1718
ممتازة,5,9/14/2028,1373,66,1719
خدمة رائعة,2,9/15/2028,2545,69,1720
جيدة,3,9/16/2028,4902,27,1721
ممتازة,1,9/17/2028,4307,10,1722
خدمة رائعة,5,9/18/2028,3803,72,1723
جيدة,1,9/19/2028,2287,30,1724
ممتازة,4,9/20/2028,718,78,1725
خدمة رائعة,1,9/21/2028,959,61,1726
جيدة,3,9/22/2028,2424,13,1727
ممتازة,2,9/23/2028,1083,15,1728
خدمة رائعة,2,9/24/2028,4036,80,1729
جيدة,3,9/25/2028,2194,35,1730
ممتازة,5,9/26/2028,3154,62,1731
خدمة رائعة,2,9/27/2028,4199,75,1732
جيدة,5,9/28/2028,1234,9,1733
ممتازة,2,9/29/2028,1175,41,1734
خدمة رائعة,1,9/30/2028,1253,95,1735
جيدة,3,10/1/2028,3676,18,1736
ممتازة,4,10/2/2028,1909,47,1737
خدمة رائعة,4,10/3/2028,1173,22,1738
جيدة,2,10/4/2028,3579,25,1739
ممتازة,1,10/5/2028,1641,100,1740
خدمة رائعة,4,10/6/2028,1291,29,1741
جيدة,4,10/7/2028,921,93,1742
ممتازة,1,10/8/2028,3217,51,1743
خدمة رائعة,2,10/9/2028,1145,32,1744
جيدة,2,10/10/2028,882,47,1745
ممتازة,1,10/11/2028,1681,69,1746
خدمة رائعة,4,10/12/2028,4656,29,1747
جيدة,4,10/13/2028,2785,79,1748
ممتازة,4,10/14/2028,4331,44,1749
خدمة رائعة,4,10/15/2028,1573,26,1750
جيدة,2,10/16/2028,1846,76,1751
ممتازة,3,10/17/2028,3143,47,1752
خدمة رائعة,3,10/18/2028,3580,15,1753
جيدة,1,10/19/2028,356,87,1754
ممتازة,2,10/20/2028,4836,2,1755
خدمة رائعة,2,10/21/2028,1674,13,1756
جيدة,5,10/22/2028,312,28,1757
ممتازة,2,10/23/2028,745,62,1758
خدمة رائعة,1,10/24/2028,3397,57,1759
جيدة,2,10/25/2028,4593,78,1760
ممتازة,3,10/26/2028,3666,40,1761
خدمة رائعة,5,10/27/2028,2307,80,1762
جيدة,5,10/28/2028,4907,19,1763
ممتازة,1,10/29/2028,4134,60,1764
خدمة رائعة,4,10/30/2028,2484,42,1765
جيدة,4,10/31/2028,865,68,1766
ممتازة,4,11/1/2028,2199,41,1767
خدمة رائعة,4,11/2/2028,1830,40,1768
جيدة,3,11/3/2028,4952,70,1769
ممتازة,5,11/4/2028,272,62,1770
خدمة رائعة,2,11/5/2028,725,98,1771
جيدة,1,11/6/2028,3547,32,1772
ممتازة,5,11/7/2028,2582,15,1773
خدمة رائعة,1,11/8/2028,263,88,1774
جيدة,5,11/9/2028,3355,19,1775
ممتازة,2,11/10/2028,2873,11,1776
خدمة رائعة,4,11/11/2028,2457,70,1777
جيدة,1,11/12/2028,4341,88,1778
ممتازة,1,11/13/2028,2293,90,1779
خدمة رائعة,4,11/14/2028,3471,90,1780
جيدة,5,11/15/2028,326,84,1781
ممتازة,1,11/16/2028,2604,33,1782
خدمة رائعة,1,11/17/2028,672,83,1783
جيدة,2,11/18/2028,811,90,1784
ممتازة,5,11/19/2028,1878,89,1785
خدمة رائعة,3,11/20/2028,1949,49,1786
جيدة,1,11/21/2028,700,39,1787
ممتازة,1,11/22/2028,3676,89,1788
خدمة رائعة,3,11/23/2028,1338,52,1789
جيدة,3,11/24/2028,3242,91,1790
ممتازة,3,11/25/2028,4169,39,1791
خدمة رائعة,4,11/26/2028,2626,15,1792
جيدة,4,11/27/2028,982,38,1793
ممتازة,3,11/28/2028,2428,2,1794
خدمة رائعة,1,11/29/2028,2102,51,1795
جيدة,2,11/30/2028,4240,55,1796
ممتازة,4,12/1/2028,865,21,1797
خدمة رائعة,4,12/2/2028,4064,40,1798
جيدة,3,12/3/2028,3870,37,1799
ممتازة,2,12/4/2028,4785,27,1800
خدمة رائعة,3,12/5/2028,3103,74,1801
جيدة,1,12/6/2028,4036,30,1802
ممتازة,5,12/7/2028,2198,1,1803
خدمة رائعة,3,12/8/2028,4924,10,1804
جيدة,2,12/9/2028,2198,40,1805
ممتازة,5,12/10/2028,729,13,1806
خدمة رائعة,1,12/11/2028,1389,85,1807
جيدة,5,12/12/2028,3606,64,1808
ممتازة,2,12/13/2028,4234,42,1809
خدمة رائعة,5,12/14/2028,3500,15,1810
جيدة,3,12/15/2028,4993,16,1811
ممتازة,5,12/16/2028,679,76,1812
خدمة رائعة,2,12/17/2028,600,74,1813
جيدة,5,12/18/2028,4168,6,1814
ممتازة,5,12/19/2028,1867,20,1815
خدمة رائعة,2,12/20/2028,3913,7,1816
جيدة,3,12/21/2028,2960,100,1817
ممتازة,3,12/22/2028,1936,53,1818
خدمة رائعة,4,12/23/2028,45,19,1819
جيدة,2,12/24/2028,950,44,1820
ممتازة,4,12/25/2028,3727,84,1821
خدمة رائعة,4,12/26/2028,2715,8,1822
جيدة,4,12/27/2028,72,3,1823
ممتازة,1,12/28/2028,245,32,1824
خدمة رائعة,4,12/29/2028,3991,24,1825
جيدة,4,12/30/2028,471,9,1826
ممتازة,1,12/31/2028,4794,36,1827
خدمة رائعة,4,1/1/2029,3319,88,1828
جيدة,2,1/2/2029,4449,88,1829
ممتازة,3,1/3/2029,3594,80,1830
خدمة رائعة,3,1/4/2029,2972,66,1831
جيدة,2,1/5/2029,460,19,1832
ممتازة,1,1/6/2029,3922,93,1833
