date,service_id,counts,status,owner_id,customer_id
5/17/2027,190,9,تم التأكيد,54,108
5/18/2027,349,9,تم التأكيد,60,4240
5/19/2027,354,10,تم التأكيد,87,741
5/20/2027,376,7,تم التأكيد,54,1939
5/21/2027,142,5,تم التأكيد,8,3222
5/22/2027,247,1,تم التأكيد,2,413
5/23/2027,117,2,تم التأكيد,27,4183
5/24/2027,490,6,تم التأكيد,73,1223
5/25/2027,464,6,تم التأكيد,37,127
5/26/2027,452,6,تم التأكيد,43,4877
5/27/2027,153,9,تم التأكيد,10,3404
5/28/2027,165,2,تم التأكيد,29,2845
5/29/2027,477,10,تم التأكيد,64,1764
5/30/2027,40,9,تم التأكيد,76,3574
5/31/2027,197,10,تم التأكيد,78,2513
6/1/2027,309,5,تم التأكيد,79,1321
6/2/2027,330,5,تم التأكيد,88,381
6/3/2027,174,8,تم التأكيد,59,1391
6/4/2027,256,7,تم التأكيد,29,811
6/5/2027,392,2,تم التأكيد,100,4739
6/6/2027,131,1,تم التأكيد,83,4582
6/7/2027,107,1,تم التأكيد,43,3176
6/8/2027,445,6,تم التأكيد,95,1993
6/9/2027,271,2,تم التأكيد,59,922
6/10/2027,224,1,تم التأكيد,90,1894
6/11/2027,15,1,تم التأكيد,57,2057
6/12/2027,39,9,تم التأكيد,59,2542
6/13/2027,367,8,تم التأكيد,59,4353
6/14/2027,474,10,تم التأكيد,5,3063
6/15/2027,250,4,تم التأكيد,69,107
6/16/2027,479,5,تم التأكيد,48,2408
6/17/2027,499,6,تم التأكيد,89,2654
6/18/2027,47,8,تم التأكيد,26,4960
6/19/2027,262,8,تم التأكيد,69,1310
6/20/2027,388,5,تم التأكيد,45,525
6/21/2027,257,10,تم التأكيد,24,3587
6/22/2027,26,1,تم التأكيد,85,4063
6/23/2027,148,1,تم التأكيد,35,2126
6/24/2027,448,7,تم التأكيد,90,2765
6/25/2027,142,4,تم التأكيد,77,3035
6/26/2027,371,1,تم التأكيد,45,4974
6/27/2027,282,2,تم التأكيد,90,1758
6/28/2027,466,9,تم التأكيد,57,1492
6/29/2027,112,2,تم التأكيد,100,2474
6/30/2027,316,2,تم التأكيد,97,2067
7/1/2027,61,5,تم التأكيد,27,1955
7/2/2027,357,3,تم التأكيد,90,2472
7/3/2027,238,5,تم التأكيد,50,2099
7/4/2027,363,8,تم التأكيد,66,1976
7/5/2027,258,5,تم التأكيد,64,1243
7/6/2027,134,5,تم التأكيد,49,511
7/7/2027,437,9,تم التأكيد,9,571
7/8/2027,393,6,تم التأكيد,55,1187
7/9/2027,191,10,تم التأكيد,85,2668
7/10/2027,334,3,تم التأكيد,99,3768
7/11/2027,445,5,تم التأكيد,35,2409
7/12/2027,334,4,تم التأكيد,41,3901
7/13/2027,165,3,تم التأكيد,71,1157
7/14/2027,356,10,تم التأكيد,36,1470
7/15/2027,60,1,تم التأكيد,44,3664
7/16/2027,234,1,تم التأكيد,34,3399
7/17/2027,323,7,تم التأكيد,84,4015
7/18/2027,299,9,تم التأكيد,10,768
7/19/2027,225,5,تم التأكيد,85,28
7/20/2027,391,8,تم التأكيد,35,3284
7/21/2027,184,5,تم التأكيد,80,341
7/22/2027,252,9,تم التأكيد,12,4342
7/23/2027,452,2,تم التأكيد,76,2076
7/24/2027,233,6,تم التأكيد,97,1213
7/25/2027,231,2,تم التأكيد,17,2011
7/26/2027,197,10,تم التأكيد,13,1470
7/27/2027,443,10,تم التأكيد,67,1392
7/28/2027,17,8,تم التأكيد,39,4600
7/29/2027,128,5,تم التأكيد,97,4115
7/30/2027,481,5,تم التأكيد,54,1406
7/31/2027,322,8,تم التأكيد,38,1192
8/1/2027,236,1,تم التأكيد,16,175
8/2/2027,356,10,تم التأكيد,41,2417
8/3/2027,405,6,تم التأكيد,100,1226
8/4/2027,426,2,تم التأكيد,87,2928
8/5/2027,491,4,تم التأكيد,69,281
8/6/2027,61,10,تم التأكيد,1,3632
8/7/2027,337,2,تم التأكيد,72,1693
8/8/2027,325,3,تم التأكيد,6,4358
8/9/2027,141,3,تم التأكيد,61,4389
8/10/2027,281,2,تم التأكيد,72,3775
8/11/2027,495,3,تم التأكيد,66,627
8/12/2027,487,6,تم التأكيد,69,4057
8/13/2027,28,4,تم التأكيد,92,2484
8/14/2027,343,9,تم التأكيد,64,2178
8/15/2027,459,8,تم التأكيد,25,1828
8/16/2027,419,2,تم التأكيد,82,4770
8/17/2027,175,8,تم التأكيد,24,949
8/18/2027,407,1,تم التأكيد,20,2979
8/19/2027,162,2,تم التأكيد,17,1217
8/20/2027,365,3,تم التأكيد,60,203
8/21/2027,464,8,تم التأكيد,20,2225
8/22/2027,54,6,تم التأكيد,76,2930
8/23/2027,474,5,تم التأكيد,17,827
8/24/2027,372,9,تم التأكيد,72,2062
8/25/2027,6,8,تم التأكيد,69,266
8/26/2027,483,8,تم التأكيد,43,1355
8/27/2027,80,10,تم التأكيد,2,4177
8/28/2027,69,10,تم التأكيد,12,3980
8/29/2027,130,4,تم التأكيد,30,2187
8/30/2027,456,10,تم التأكيد,75,1113
8/31/2027,367,6,تم التأكيد,17,1676
9/1/2027,237,4,تم التأكيد,50,3615
9/2/2027,495,5,تم التأكيد,77,4387
9/3/2027,15,7,تم التأكيد,19,1320
9/4/2027,465,6,تم التأكيد,22,2682
9/5/2027,207,4,تم التأكيد,65,1671
9/6/2027,165,4,تم التأكيد,57,508
9/7/2027,157,5,تم التأكيد,42,2020
9/8/2027,210,10,تم التأكيد,38,1346
9/9/2027,425,9,تم التأكيد,35,4015
9/10/2027,160,5,تم التأكيد,62,4375
9/11/2027,138,3,تم التأكيد,55,1943
9/12/2027,262,9,تم التأكيد,91,125
9/13/2027,456,1,تم التأكيد,22,3126
9/14/2027,234,1,تم التأكيد,47,363
9/15/2027,168,3,تم التأكيد,48,3939
9/16/2027,441,9,تم التأكيد,75,1838
9/17/2027,424,8,تم التأكيد,98,215
9/18/2027,87,5,تم التأكيد,94,666
9/19/2027,437,1,تم التأكيد,6,3807
9/20/2027,118,1,تم التأكيد,14,1282
9/21/2027,263,3,تم التأكيد,40,211
9/22/2027,211,4,تم التأكيد,82,2089
9/23/2027,225,7,تم التأكيد,83,4241
9/24/2027,369,1,تم التأكيد,49,2193
9/25/2027,164,10,تم التأكيد,67,3351
9/26/2027,186,6,تم التأكيد,90,4411
9/27/2027,457,6,تم التأكيد,15,2324
9/28/2027,260,8,تم التأكيد,53,4499
9/29/2027,434,1,تم التأكيد,49,1279
9/30/2027,46,7,تم التأكيد,34,4667
10/1/2027,156,6,تم التأكيد,95,4754
10/2/2027,439,6,تم التأكيد,13,277
10/3/2027,453,5,تم التأكيد,64,4936
10/4/2027,252,9,تم التأكيد,77,4852
10/5/2027,74,7,تم التأكيد,3,4741
10/6/2027,253,9,تم التأكيد,76,132
10/7/2027,220,3,تم التأكيد,20,1634
10/8/2027,122,2,تم التأكيد,84,437
10/9/2027,22,4,تم التأكيد,42,330
10/10/2027,419,2,تم التأكيد,2,900
10/11/2027,357,8,تم التأكيد,90,3891
10/12/2027,392,9,تم التأكيد,2,3745
10/13/2027,247,6,تم التأكيد,44,2212
10/14/2027,270,6,تم التأكيد,46,909
10/15/2027,154,6,تم التأكيد,71,4414
10/16/2027,393,4,تم التأكيد,72,1159
10/17/2027,217,3,تم التأكيد,81,1315
10/18/2027,13,10,تم التأكيد,3,442
10/19/2027,147,7,تم التأكيد,65,1368
10/20/2027,54,8,تم التأكيد,48,1176
10/21/2027,437,3,تم التأكيد,59,4256
10/22/2027,34,4,تم التأكيد,42,4257
10/23/2027,105,10,تم التأكيد,6,1230
10/24/2027,18,5,تم التأكيد,65,1803
10/25/2027,283,6,تم التأكيد,24,310
10/26/2027,274,1,تم التأكيد,17,1030
10/27/2027,123,4,تم التأكيد,36,3351
10/28/2027,461,3,تم التأكيد,33,2637
10/29/2027,402,6,تم التأكيد,81,3298
10/30/2027,240,2,تم التأكيد,46,799
10/31/2027,158,6,تم التأكيد,84,1222
11/1/2027,126,3,تم التأكيد,96,1845
11/2/2027,420,10,تم التأكيد,7,1531
11/3/2027,323,1,تم التأكيد,68,886
11/4/2027,468,2,تم التأكيد,9,1273
11/5/2027,119,10,تم التأكيد,86,513
11/6/2027,33,10,تم التأكيد,13,3825
11/7/2027,78,4,تم التأكيد,42,984
11/8/2027,30,3,تم التأكيد,37,341
11/9/2027,468,9,تم التأكيد,20,986
11/10/2027,198,7,تم التأكيد,99,2065
11/11/2027,139,8,تم التأكيد,60,1442
11/12/2027,121,6,تم التأكيد,18,4457
11/13/2027,84,1,تم التأكيد,34,2450
11/14/2027,126,1,تم التأكيد,15,668
11/15/2027,159,2,تم التأكيد,96,3951
11/16/2027,342,8,تم التأكيد,61,2451
11/17/2027,106,8,تم التأكيد,32,3832
11/18/2027,438,1,تم التأكيد,39,4105
11/19/2027,275,1,تم التأكيد,48,4954
11/20/2027,61,3,تم التأكيد,30,2636
11/21/2027,63,2,تم التأكيد,94,4141
11/22/2027,233,8,تم التأكيد,84,1941
11/23/2027,94,2,تم التأكيد,3,1600
11/24/2027,328,10,تم التأكيد,38,3045
11/25/2027,97,1,تم التأكيد,6,88
11/26/2027,333,8,تم التأكيد,63,1392
11/27/2027,108,4,تم التأكيد,83,1460
11/28/2027,263,9,تم التأكيد,9,2006
11/29/2027,138,4,تم التأكيد,1,3257
11/30/2027,498,8,تم التأكيد,68,4863
12/1/2027,258,3,تم التأكيد,83,1427
12/2/2027,53,9,تم التأكيد,12,1465
12/3/2027,290,3,تم التأكيد,58,3384
12/4/2027,426,2,تم التأكيد,51,1237
12/5/2027,90,3,تم التأكيد,37,2093
12/6/2027,463,4,تم التأكيد,44,536
12/7/2027,478,3,تم التأكيد,61,1313
12/8/2027,84,2,تم التأكيد,86,2396
12/9/2027,416,3,تم التأكيد,100,1032
12/10/2027,88,5,تم التأكيد,87,619
12/11/2027,51,5,تم التأكيد,28,53
12/12/2027,342,1,تم التأكيد,8,4726
12/13/2027,205,3,تم التأكيد,72,3633
12/14/2027,288,8,تم التأكيد,13,189
12/15/2027,75,7,تم التأكيد,23,890
12/16/2027,178,3,تم التأكيد,5,1372
12/17/2027,367,6,تم التأكيد,2,585
12/18/2027,432,5,تم التأكيد,50,230
12/19/2027,489,10,تم التأكيد,46,748
12/20/2027,444,7,تم التأكيد,19,3092
12/21/2027,435,7,تم التأكيد,25,3325
12/22/2027,198,4,تم التأكيد,1,4016
12/23/2027,490,1,تم التأكيد,8,4891
12/24/2027,70,1,تم التأكيد,93,1252
12/25/2027,413,2,تم التأكيد,28,1902
12/26/2027,53,7,تم التأكيد,58,1990
12/27/2027,56,7,تم التأكيد,11,4320
12/28/2027,140,7,تم التأكيد,57,4290
12/29/2027,335,6,تم التأكيد,38,3622
12/30/2027,434,5,تم التأكيد,45,730
12/31/2027,90,10,تم التأكيد,68,522
1/1/2028,23,7,تم التأكيد,58,1896
1/2/2028,37,6,تم التأكيد,4,4859
1/3/2028,84,5,تم التأكيد,43,1862
1/4/2028,398,5,تم التأكيد,27,4945
1/5/2028,476,4,تم التأكيد,94,3515
1/6/2028,39,8,تم التأكيد,23,831
1/7/2028,426,5,تم التأكيد,62,627
1/8/2028,113,1,تم التأكيد,68,3959
1/9/2028,5,8,تم التأكيد,12,3540
1/10/2028,350,4,تم التأكيد,17,783
1/11/2028,217,9,تم التأكيد,57,3021
1/12/2028,156,2,تم التأكيد,13,1579
1/13/2028,167,1,تم التأكيد,5,4172
1/14/2028,355,7,تم التأكيد,13,2209
1/15/2028,437,4,تم التأكيد,10,1832
1/16/2028,118,3,تم التأكيد,87,2483
1/17/2028,61,7,تم التأكيد,29,3176
1/18/2028,393,3,تم التأكيد,44,4335
1/19/2028,370,3,تم التأكيد,94,4620
1/20/2028,161,4,تم التأكيد,7,705
1/21/2028,249,1,تم التأكيد,68,624
1/22/2028,271,9,تم التأكيد,39,1821
1/23/2028,128,9,تم التأكيد,52,4280
1/24/2028,85,5,تم التأكيد,90,3087
1/25/2028,418,8,تم التأكيد,99,1341
1/26/2028,92,9,تم التأكيد,48,4443
1/27/2028,239,2,تم التأكيد,85,4160
1/28/2028,377,8,تم التأكيد,99,4460
1/29/2028,167,1,تم التأكيد,95,1489
1/30/2028,148,10,تم التأكيد,16,592
1/31/2028,472,4,تم التأكيد,48,185
2/1/2028,329,1,تم التأكيد,52,613
2/2/2028,88,3,تم التأكيد,100,4872
2/3/2028,378,5,تم التأكيد,88,3587
2/4/2028,306,8,تم التأكيد,1,4989
2/5/2028,313,2,تم التأكيد,8,1082
2/6/2028,255,5,تم التأكيد,52,4132
2/7/2028,172,7,تم التأكيد,32,576
2/8/2028,34,5,تم التأكيد,13,4903
2/9/2028,460,4,تم التأكيد,100,3294
2/10/2028,388,3,تم التأكيد,65,2123
2/11/2028,257,7,تم التأكيد,53,3066
2/12/2028,237,6,تم التأكيد,67,3848
2/13/2028,458,10,تم التأكيد,5,1229
2/14/2028,242,4,تم التأكيد,22,4718
2/15/2028,373,8,تم التأكيد,28,232
2/16/2028,498,1,تم التأكيد,70,1290
2/17/2028,280,8,تم التأكيد,92,2554
2/18/2028,435,9,تم التأكيد,7,1571
2/19/2028,275,5,تم التأكيد,71,915
2/20/2028,152,7,تم التأكيد,43,2967
2/21/2028,380,7,تم التأكيد,72,1686
2/22/2028,148,6,تم التأكيد,78,2052
2/23/2028,333,7,تم التأكيد,69,1648
2/24/2028,36,3,تم التأكيد,97,1613
2/25/2028,9,9,تم التأكيد,74,2501
2/26/2028,168,1,تم التأكيد,66,4294
2/27/2028,123,4,تم التأكيد,72,1821
2/28/2028,338,1,تم التأكيد,99,4780
2/29/2028,320,6,تم التأكيد,88,652
3/1/2028,16,4,تم التأكيد,75,1018
3/2/2028,150,6,تم التأكيد,49,4996
3/3/2028,364,7,تم التأكيد,27,1636
3/4/2028,182,7,تم التأكيد,49,4012
3/5/2028,418,9,تم التأكيد,8,535
3/6/2028,335,9,تم التأكيد,62,2833
3/7/2028,441,8,تم التأكيد,60,3305
3/8/2028,115,7,تم التأكيد,6,4885
3/9/2028,74,3,تم التأكيد,72,3435
3/10/2028,298,5,تم التأكيد,11,3675
3/11/2028,334,8,تم التأكيد,40,2693
3/12/2028,429,6,تم التأكيد,38,4118
3/13/2028,340,1,تم التأكيد,8,256
3/14/2028,265,3,تم التأكيد,95,692
3/15/2028,193,6,تم التأكيد,8,3418
3/16/2028,170,8,تم التأكيد,71,1891
3/17/2028,295,8,تم التأكيد,2,2964
3/18/2028,242,7,تم التأكيد,58,783
3/19/2028,205,10,تم التأكيد,1,4854
3/20/2028,497,7,تم التأكيد,16,2791
3/21/2028,125,5,تم التأكيد,63,4407
3/22/2028,245,10,تم التأكيد,5,1459
3/23/2028,344,3,تم التأكيد,92,3424
3/24/2028,123,10,تم التأكيد,5,382
3/25/2028,68,10,تم التأكيد,15,2536
3/26/2028,88,4,تم التأكيد,80,3727
3/27/2028,500,7,تم التأكيد,78,2428
3/28/2028,234,6,تم التأكيد,67,828
3/29/2028,1,3,تم التأكيد,71,3669
3/30/2028,294,4,تم التأكيد,53,3463
3/31/2028,82,10,تم التأكيد,90,3667
4/1/2028,207,7,تم التأكيد,60,2763
4/2/2028,464,5,تم التأكيد,99,4035
4/3/2028,404,7,تم التأكيد,80,4083
4/4/2028,408,6,تم التأكيد,56,3833
4/5/2028,413,1,تم التأكيد,51,4782
4/6/2028,457,2,تم التأكيد,1,2802
4/7/2028,436,4,تم التأكيد,48,857
4/8/2028,154,5,تم التأكيد,69,3083
4/9/2028,383,10,تم التأكيد,81,4138
4/10/2028,216,1,تم التأكيد,90,2763
4/11/2028,186,3,تم التأكيد,73,2751
4/12/2028,482,3,تم التأكيد,51,4163
4/13/2028,493,1,تم التأكيد,48,149
4/14/2028,28,7,تم التأكيد,55,4166
4/15/2028,460,3,تم التأكيد,26,4519
4/16/2028,344,6,تم التأكيد,20,4370
4/17/2028,468,4,تم التأكيد,3,431
4/18/2028,115,3,تم التأكيد,63,4192
4/19/2028,393,4,تم التأكيد,82,1126
4/20/2028,16,6,تم التأكيد,98,2306
4/21/2028,168,7,تم التأكيد,95,1704
4/22/2028,241,5,تم التأكيد,33,3259
4/23/2028,500,7,تم التأكيد,36,4656
4/24/2028,355,5,تم التأكيد,71,4309
4/25/2028,7,10,تم التأكيد,96,1497
4/26/2028,183,9,تم التأكيد,4,1309
4/27/2028,462,8,تم التأكيد,87,26
4/28/2028,195,9,تم التأكيد,45,1583
4/29/2028,372,1,تم التأكيد,62,2988
4/30/2028,405,3,تم التأكيد,42,4772
5/1/2028,203,1,تم التأكيد,66,4762
5/2/2028,111,3,تم التأكيد,8,3363
5/3/2028,369,6,تم التأكيد,81,1313
5/4/2028,104,3,تم التأكيد,50,294
5/5/2028,318,4,تم التأكيد,98,4155
5/6/2028,499,10,تم التأكيد,40,4716
5/7/2028,16,4,تم التأكيد,7,4578
5/8/2028,22,4,تم التأكيد,39,2678
5/9/2028,432,4,تم التأكيد,9,1242
5/10/2028,48,4,تم التأكيد,33,353
5/11/2028,450,2,تم التأكيد,58,2686
5/12/2028,236,2,تم التأكيد,50,4714
5/13/2028,494,10,تم التأكيد,35,2593
5/14/2028,4,1,تم التأكيد,45,679
5/15/2028,450,1,تم التأكيد,100,1531
5/16/2028,297,8,تم التأكيد,95,3306
5/17/2028,75,4,تم التأكيد,35,3834
5/18/2028,394,6,تم التأكيد,48,3194
5/19/2028,31,9,تم التأكيد,92,3685
5/20/2028,432,5,تم التأكيد,21,4596
5/21/2028,491,5,تم التأكيد,90,3294
5/22/2028,56,5,تم التأكيد,6,4205
5/23/2028,125,9,تم التأكيد,77,3310
5/24/2028,98,2,تم التأكيد,61,4277
5/25/2028,8,9,تم التأكيد,1,2756
5/26/2028,62,7,تم التأكيد,89,1803
5/27/2028,62,2,تم التأكيد,98,4602
5/28/2028,131,2,تم التأكيد,37,942
5/29/2028,136,9,تم التأكيد,34,758
5/30/2028,413,9,تم التأكيد,5,258
5/31/2028,221,1,تم التأكيد,73,3907
6/1/2028,55,9,تم التأكيد,97,4566
6/2/2028,435,6,تم التأكيد,32,182
6/3/2028,233,10,تم التأكيد,68,4183
6/4/2028,283,9,تم التأكيد,32,1216
6/5/2028,427,5,تم التأكيد,86,1314
6/6/2028,257,3,تم التأكيد,5,1254
6/7/2028,41,10,تم التأكيد,40,4
6/8/2028,53,10,تم التأكيد,16,3135
6/9/2028,244,9,تم التأكيد,24,1799
6/10/2028,213,5,تم التأكيد,85,4181
6/11/2028,94,2,تم التأكيد,3,3057
6/12/2028,211,5,تم التأكيد,73,1439
6/13/2028,23,4,تم التأكيد,4,344
6/14/2028,447,4,تم التأكيد,97,2349
6/15/2028,383,5,تم التأكيد,22,3762
6/16/2028,10,2,تم التأكيد,91,1524
6/17/2028,71,1,تم التأكيد,54,1051
6/18/2028,65,6,تم التأكيد,93,750
6/19/2028,102,1,تم التأكيد,30,3827
6/20/2028,182,3,تم التأكيد,63,3341
6/21/2028,309,3,تم التأكيد,47,1595
6/22/2028,30,1,تم التأكيد,14,3558
6/23/2028,49,2,تم التأكيد,36,4048
6/24/2028,241,10,تم التأكيد,67,3396
6/25/2028,43,4,تم التأكيد,44,4220
6/26/2028,325,8,تم التأكيد,67,3804
6/27/2028,123,6,تم التأكيد,100,2901
6/28/2028,381,4,تم التأكيد,30,292
6/29/2028,449,10,تم التأكيد,19,3356
6/30/2028,108,6,تم التأكيد,60,1916
7/1/2028,130,4,تم التأكيد,98,3985
7/2/2028,247,3,تم التأكيد,28,3865
7/3/2028,437,7,تم التأكيد,97,4979
7/4/2028,411,7,تم التأكيد,75,182
7/5/2028,381,2,تم التأكيد,42,497
7/6/2028,16,1,تم التأكيد,81,3926
7/7/2028,438,3,تم التأكيد,69,1051
7/8/2028,228,7,تم التأكيد,75,2358
7/9/2028,494,9,تم التأكيد,54,1286
7/10/2028,247,3,تم التأكيد,32,3712
7/11/2028,443,2,تم التأكيد,23,969
7/12/2028,437,2,تم التأكيد,14,3725
7/13/2028,154,9,تم التأكيد,53,2311
7/14/2028,354,2,تم التأكيد,34,1877
7/15/2028,167,2,تم التأكيد,32,4344
7/16/2028,214,5,تم التأكيد,11,146
7/17/2028,388,5,تم التأكيد,34,1863
7/18/2028,274,3,تم التأكيد,17,2480
7/19/2028,248,7,تم التأكيد,5,4157
7/20/2028,413,10,تم التأكيد,66,3133
7/21/2028,409,7,تم التأكيد,30,354
7/22/2028,377,9,تم التأكيد,34,153
7/23/2028,463,9,تم التأكيد,15,4198
7/24/2028,108,5,تم التأكيد,86,3477
7/25/2028,252,8,تم التأكيد,86,3367
7/26/2028,315,9,تم التأكيد,35,3268
7/27/2028,340,10,تم التأكيد,17,704
7/28/2028,131,2,تم التأكيد,81,3429
7/29/2028,318,8,تم التأكيد,33,3080
7/30/2028,84,6,تم التأكيد,55,993
7/31/2028,474,1,تم التأكيد,63,1519
8/1/2028,173,10,تم التأكيد,76,2752
8/2/2028,303,1,تم التأكيد,22,290
8/3/2028,343,1,تم التأكيد,19,1125
8/4/2028,402,4,تم التأكيد,32,4629
8/5/2028,430,1,تم التأكيد,9,2471
8/6/2028,84,10,تم التأكيد,8,759
8/7/2028,131,8,تم التأكيد,31,996
8/8/2028,367,2,تم التأكيد,94,1129
8/9/2028,52,4,تم التأكيد,1,1113
8/10/2028,239,3,تم التأكيد,65,4499
8/11/2028,118,4,تم التأكيد,47,3721
8/12/2028,49,4,تم التأكيد,34,2682
8/13/2028,344,10,تم التأكيد,67,4297
8/14/2028,44,5,تم التأكيد,29,3357
8/15/2028,354,8,تم التأكيد,87,1795
8/16/2028,75,8,تم التأكيد,87,3944
8/17/2028,42,10,تم التأكيد,35,1539
8/18/2028,486,1,تم التأكيد,78,137
8/19/2028,299,7,تم التأكيد,52,4297
8/20/2028,468,1,تم التأكيد,33,4452
8/21/2028,189,9,تم التأكيد,79,4114
8/22/2028,203,10,تم التأكيد,19,3838
8/23/2028,66,5,تم التأكيد,2,4189
8/24/2028,276,10,تم التأكيد,64,2810
8/25/2028,444,10,تم التأكيد,43,1363
8/26/2028,474,9,تم التأكيد,22,569
8/27/2028,395,8,تم التأكيد,97,3543
8/28/2028,401,7,تم التأكيد,3,248
8/29/2028,326,6,تم التأكيد,83,327
8/30/2028,294,6,تم التأكيد,99,663
8/31/2028,171,8,تم التأكيد,42,4492
9/1/2028,456,8,تم التأكيد,97,4495
9/2/2028,387,6,تم التأكيد,61,3259
9/3/2028,138,2,تم التأكيد,50,2694
9/4/2028,130,1,تم التأكيد,41,2041
9/5/2028,474,10,تم التأكيد,18,519
9/6/2028,156,7,تم التأكيد,48,1926
9/7/2028,415,2,تم التأكيد,64,4644
9/8/2028,383,2,تم التأكيد,60,4776
9/9/2028,72,9,تم التأكيد,65,4265
9/10/2028,459,7,تم التأكيد,1,3786
9/11/2028,175,1,تم التأكيد,43,2654
9/12/2028,39,8,تم التأكيد,85,2123
9/13/2028,146,7,تم التأكيد,67,4729
9/14/2028,181,4,تم التأكيد,15,3657
9/15/2028,478,5,تم التأكيد,11,1937
9/16/2028,414,7,تم التأكيد,57,996
9/17/2028,326,9,تم التأكيد,88,459
9/18/2028,10,7,تم التأكيد,44,4915
9/19/2028,467,1,تم التأكيد,88,2816
9/20/2028,410,3,تم التأكيد,73,573
9/21/2028,194,8,تم التأكيد,38,121
9/22/2028,474,5,تم التأكيد,70,977
9/23/2028,496,6,تم التأكيد,70,844
9/24/2028,443,9,تم التأكيد,48,1422
9/25/2028,195,3,تم التأكيد,80,3220
9/26/2028,370,3,تم التأكيد,60,2769
9/27/2028,439,4,تم التأكيد,62,914
9/28/2028,348,3,تم التأكيد,43,2315
9/29/2028,487,4,تم التأكيد,45,1184
9/30/2028,471,2,تم التأكيد,72,4837
10/1/2028,234,3,تم التأكيد,24,3733
10/2/2028,5,2,تم التأكيد,31,2603
10/3/2028,165,10,تم التأكيد,15,4722
10/4/2028,437,7,تم التأكيد,62,549
10/5/2028,92,10,تم التأكيد,51,2481
10/6/2028,463,1,تم التأكيد,28,4145
10/7/2028,4,3,تم التأكيد,10,3060
10/8/2028,61,8,تم التأكيد,20,3050
10/9/2028,9,5,تم التأكيد,67,2429
10/10/2028,230,4,تم التأكيد,79,2747
10/11/2028,392,4,تم التأكيد,21,3181
10/12/2028,266,3,تم التأكيد,69,2574
10/13/2028,120,8,تم التأكيد,91,4453
10/14/2028,133,4,تم التأكيد,36,1041
10/15/2028,285,8,تم التأكيد,16,1942
10/16/2028,323,1,تم التأكيد,21,4187
10/17/2028,326,10,تم التأكيد,73,2028
10/18/2028,178,3,تم التأكيد,92,323
10/19/2028,44,3,تم التأكيد,37,2636
10/20/2028,319,8,تم التأكيد,64,1492
10/21/2028,443,6,تم التأكيد,48,4512
10/22/2028,246,2,تم التأكيد,72,176
10/23/2028,173,9,تم التأكيد,58,3834
10/24/2028,446,6,تم التأكيد,99,3833
10/25/2028,11,10,تم التأكيد,43,2274
10/26/2028,244,1,تم التأكيد,68,81
10/27/2028,397,8,تم التأكيد,9,1135
10/28/2028,492,10,تم التأكيد,48,3856
10/29/2028,477,3,تم التأكيد,57,346
10/30/2028,347,4,تم التأكيد,71,2080
10/31/2028,299,10,تم التأكيد,40,2691
11/1/2028,200,2,تم التأكيد,99,3029
11/2/2028,476,10,تم التأكيد,35,37
11/3/2028,477,7,تم التأكيد,77,387
11/4/2028,99,9,تم التأكيد,49,1416
11/5/2028,319,2,تم التأكيد,6,4959
11/6/2028,425,10,تم التأكيد,76,1160
11/7/2028,350,8,تم التأكيد,58,2464
11/8/2028,381,4,تم التأكيد,63,283
11/9/2028,45,9,تم التأكيد,12,4166
11/10/2028,59,9,تم التأكيد,37,2177
11/11/2028,319,2,تم التأكيد,64,1471
11/12/2028,27,9,تم التأكيد,20,3911
11/13/2028,470,4,تم التأكيد,54,4253
11/14/2028,496,5,تم التأكيد,93,3005
11/15/2028,455,10,تم التأكيد,17,3402
11/16/2028,5,5,تم التأكيد,29,2143
11/17/2028,34,7,تم التأكيد,48,1660
11/18/2028,203,5,تم التأكيد,92,4090
11/19/2028,354,9,تم التأكيد,53,2548
11/20/2028,330,8,تم التأكيد,14,2521
11/21/2028,348,8,تم التأكيد,1,2047
11/22/2028,367,10,تم التأكيد,34,1060
11/23/2028,405,10,تم التأكيد,29,836
11/24/2028,32,6,تم التأكيد,56,1523
11/25/2028,279,3,تم التأكيد,16,3528
11/26/2028,66,1,تم التأكيد,79,3933
11/27/2028,359,1,تم التأكيد,60,4384
11/28/2028,86,5,تم التأكيد,32,4583
11/29/2028,255,1,تم التأكيد,100,665
11/30/2028,437,8,تم التأكيد,77,3458
12/1/2028,420,1,تم التأكيد,35,2822
12/2/2028,92,10,تم التأكيد,12,2312
12/3/2028,132,6,تم التأكيد,47,2588
12/4/2028,107,1,تم التأكيد,23,3689
12/5/2028,164,5,تم التأكيد,16,523
12/6/2028,421,5,تم التأكيد,46,154
12/7/2028,238,3,تم التأكيد,81,2926
12/8/2028,290,5,تم التأكيد,18,993
12/9/2028,421,1,تم التأكيد,9,2506
12/10/2028,469,7,تم التأكيد,81,4391
12/11/2028,444,1,تم التأكيد,54,2837
12/12/2028,66,7,تم التأكيد,18,197
12/13/2028,117,3,تم التأكيد,14,1192
12/14/2028,392,5,تم التأكيد,23,4775
12/15/2028,29,6,تم التأكيد,20,3095
12/16/2028,140,7,تم التأكيد,40,1598
12/17/2028,446,6,تم التأكيد,66,3652
12/18/2028,354,7,تم التأكيد,62,1698
12/19/2028,72,10,تم التأكيد,12,3906
12/20/2028,300,7,تم التأكيد,41,1501
12/21/2028,319,5,تم التأكيد,70,4051
12/22/2028,263,10,تم التأكيد,54,3532
12/23/2028,496,1,تم التأكيد,17,571
